date,cell_num,nr_people,hours,minutes
2017-05-09,486-1258,45.0,10.0,30.0
2017-05-09,486-1258,45.0,10.0,45.0
2017-05-09,486-1258,47.0,11.0,0.0
2017-05-09,486-1258,48.0,11.0,15.0
2017-05-09,486-1258,48.0,11.0,30.0
2017-05-09,486-1258,48.0,11.0,45.0
2017-05-09,486-1258,49.0,12.0,0.0
2017-05-09,486-1258,49.0,12.0,15.0
2017-05-09,486-1258,49.0,12.0,30.0
2017-05-09,486-1258,50.0,12.0,45.0
2017-05-09,486-1258,50.0,13.0,0.0
2017-05-09,486-1258,53.0,13.0,15.0
2017-05-09,486-1258,54.0,13.0,30.0
2017-05-09,486-1258,55.0,13.0,45.0
2017-05-09,486-1258,58.0,14.0,0.0
2017-05-09,486-1258,60.0,14.0,15.0
2017-05-09,486-1258,62.0,14.0,30.0
2017-05-09,486-1258,62.0,14.0,45.0
2017-05-09,486-1258,66.0,15.0,0.0
2017-05-09,486-1258,65.0,15.0,15.0
2017-05-09,486-1258,63.0,15.0,30.0
2017-05-09,486-1258,64.0,15.0,45.0
2017-05-09,486-1258,64.0,16.0,0.0
2017-05-09,486-1258,64.0,16.0,15.0
2017-05-09,486-1258,67.0,16.0,30.0
2017-05-09,486-1258,70.0,16.0,45.0
2017-05-09,486-1258,70.0,17.0,0.0
2017-05-09,486-1258,71.0,17.0,15.0
2017-05-09,486-1258,70.0,17.0,30.0
2017-05-09,486-1258,69.0,17.0,45.0
2017-05-09,486-1258,68.0,18.0,0.0
2017-05-09,486-1258,68.0,18.0,15.0
2017-05-09,486-1258,68.0,18.0,30.0
2017-05-09,486-1258,67.0,18.0,45.0
2017-05-09,486-1258,67.0,19.0,0.0
2017-05-09,486-1258,66.0,19.0,15.0
2017-05-09,486-1258,66.0,19.0,30.0
2017-05-09,486-1258,67.0,19.0,45.0
2017-05-09,486-1258,65.0,20.0,0.0
2017-05-09,486-1258,63.0,20.0,15.0
2017-05-09,486-1258,63.0,20.0,30.0
2017-05-09,486-1258,63.0,20.0,45.0
2017-05-09,486-1258,63.0,21.0,0.0
2017-05-09,486-1258,60.0,21.0,15.0
2017-05-09,486-1258,59.0,21.0,30.0
2017-05-09,486-1258,56.0,21.0,45.0
2017-05-09,486-1258,56.0,22.0,0.0
2017-05-09,486-1258,56.0,22.0,15.0
2017-05-09,486-1258,52.0,22.0,30.0
2017-05-09,486-1258,52.0,22.0,45.0
2017-05-09,486-1258,52.0,23.0,0.0
2017-05-09,486-1258,52.0,23.0,15.0
2017-05-09,486-1258,53.0,23.0,30.0
2017-05-09,486-1258,54.0,23.0,45.0
2017-05-10,486-1258,50.0,0.0,0.0
2017-05-10,486-1258,48.0,0.0,15.0
2017-05-10,486-1258,48.0,0.0,30.0
2017-05-10,486-1258,44.0,0.0,45.0
2017-05-10,486-1258,44.0,1.0,0.0
2017-05-10,486-1258,41.0,1.0,15.0
2017-05-10,486-1258,40.0,1.0,30.0
2017-05-10,486-1258,39.0,1.0,45.0
2017-05-10,486-1258,39.0,2.0,0.0
2017-05-10,486-1258,39.0,2.0,15.0
2017-05-10,486-1258,35.0,2.0,30.0
2017-05-10,486-1258,35.0,2.0,45.0
2017-05-10,486-1258,33.0,3.0,0.0
2017-05-10,486-1258,33.0,3.0,15.0
2017-05-10,486-1258,33.0,3.0,30.0
2017-05-10,486-1258,33.0,3.0,45.0
2017-05-10,486-1258,33.0,4.0,0.0
2017-05-10,486-1258,28.0,4.0,15.0
2017-05-10,486-1258,28.0,4.0,30.0
2017-05-10,486-1258,28.0,4.0,45.0
2017-05-10,486-1258,28.0,5.0,0.0
2017-05-10,486-1258,28.0,5.0,15.0
2017-05-10,486-1258,28.0,5.0,30.0
2017-05-10,486-1258,27.0,5.0,45.0
2017-05-10,486-1258,27.0,6.0,0.0
2017-05-10,486-1258,28.0,6.0,15.0
2017-05-10,486-1258,28.0,6.0,30.0
2017-05-10,486-1258,28.0,6.0,45.0
2017-05-10,486-1258,28.0,7.0,0.0
2017-05-10,486-1258,29.0,7.0,15.0
2017-05-10,486-1258,29.0,7.0,30.0
2017-05-10,486-1258,31.0,7.0,45.0
2017-05-10,486-1258,31.0,8.0,0.0
2017-05-10,486-1258,32.0,8.0,15.0
2017-05-10,486-1258,30.0,8.0,30.0
2017-05-10,486-1258,32.0,8.0,45.0
2017-05-10,486-1258,32.0,9.0,0.0
2017-05-10,486-1258,35.0,9.0,15.0
2017-05-10,486-1258,39.0,9.0,30.0
2017-05-10,486-1258,40.0,9.0,45.0
2017-05-10,486-1258,43.0,10.0,0.0
2017-05-10,486-1258,45.0,10.0,15.0
2017-05-10,486-1258,48.0,10.0,30.0
2017-05-10,486-1258,49.0,10.0,45.0
2017-05-10,486-1258,49.0,11.0,0.0
2017-05-10,486-1258,45.0,11.0,15.0
2017-05-10,486-1258,46.0,11.0,30.0
2017-05-10,486-1258,45.0,11.0,45.0
2017-05-10,486-1258,45.0,12.0,0.0
2017-05-10,486-1258,45.0,12.0,15.0
2017-05-10,486-1258,46.0,12.0,30.0
2017-05-10,486-1258,47.0,12.0,45.0
2017-05-10,486-1258,48.0,13.0,0.0
2017-05-10,486-1258,49.0,13.0,15.0
2017-05-10,486-1258,50.0,13.0,30.0
2017-05-10,486-1258,50.0,13.0,45.0
2017-05-10,486-1258,51.0,14.0,0.0
2017-05-10,486-1258,54.0,14.0,15.0
2017-05-10,486-1258,54.0,14.0,30.0
2017-05-10,486-1258,57.0,14.0,45.0
2017-05-10,486-1258,59.0,15.0,0.0
2017-05-10,486-1258,60.0,15.0,15.0
2017-05-10,486-1258,60.0,15.0,30.0
2017-05-10,486-1258,61.0,15.0,45.0
2017-05-10,486-1258,63.0,16.0,0.0
2017-05-10,486-1258,64.0,16.0,15.0
2017-05-10,486-1258,65.0,16.0,30.0
2017-05-10,486-1258,67.0,16.0,45.0
2017-05-10,486-1258,67.0,17.0,0.0
2017-05-10,486-1258,67.0,17.0,15.0
2017-05-10,486-1258,67.0,17.0,30.0
2017-05-10,486-1258,66.0,17.0,45.0
2017-05-10,486-1258,66.0,18.0,0.0
2017-05-10,486-1258,67.0,18.0,15.0
2017-05-10,486-1258,66.0,18.0,30.0
2017-05-10,486-1258,66.0,18.0,45.0
2017-05-10,486-1258,66.0,19.0,0.0
2017-05-10,486-1258,66.0,19.0,15.0
2017-05-10,486-1258,66.0,19.0,30.0
2017-05-10,486-1258,66.0,19.0,45.0
2017-05-10,486-1258,64.0,20.0,0.0
2017-05-10,486-1258,61.0,20.0,15.0
2017-05-10,486-1258,58.0,20.0,30.0
2017-05-10,486-1258,56.0,20.0,45.0
2017-05-10,486-1258,54.0,21.0,0.0
2017-05-10,486-1258,54.0,21.0,15.0
2017-05-10,486-1258,54.0,21.0,30.0
2017-05-10,486-1258,52.0,21.0,45.0
2017-05-10,486-1258,52.0,22.0,0.0
2017-05-10,486-1258,50.0,22.0,15.0
2017-05-10,486-1258,50.0,22.0,30.0
2017-05-10,486-1258,49.0,22.0,45.0
2017-05-10,486-1258,49.0,23.0,0.0
2017-05-10,486-1258,49.0,23.0,15.0
2017-05-10,486-1258,49.0,23.0,30.0
2017-05-10,486-1258,49.0,23.0,45.0
2017-05-11,486-1258,48.0,0.0,0.0
2017-05-11,486-1258,46.0,0.0,15.0
2017-05-11,486-1258,43.0,0.0,30.0
2017-05-11,486-1258,43.0,0.0,45.0
2017-05-11,486-1258,41.0,1.0,0.0
2017-05-11,486-1258,40.0,1.0,15.0
2017-05-11,486-1258,40.0,1.0,30.0
2017-05-11,486-1258,38.0,1.0,45.0
2017-05-11,486-1258,38.0,2.0,0.0
2017-05-11,486-1258,37.0,2.0,15.0
2017-05-11,486-1258,37.0,2.0,30.0
2017-05-11,486-1258,37.0,2.0,45.0
2017-05-11,486-1258,35.0,3.0,0.0
2017-05-11,486-1258,35.0,3.0,15.0
2017-05-11,486-1258,34.0,3.0,30.0
2017-05-11,486-1258,33.0,3.0,45.0
2017-05-11,486-1258,33.0,4.0,0.0
2017-05-11,486-1258,33.0,4.0,15.0
2017-05-11,486-1258,31.0,4.0,30.0
2017-05-11,486-1258,31.0,4.0,45.0
2017-05-11,486-1258,29.0,5.0,0.0
2017-05-11,486-1258,28.0,5.0,15.0
2017-05-11,486-1258,29.0,5.0,30.0
2017-05-11,486-1258,29.0,5.0,45.0
2017-05-11,486-1258,30.0,6.0,0.0
2017-05-11,486-1258,29.0,6.0,15.0
2017-05-11,486-1258,29.0,6.0,30.0
2017-05-11,486-1258,29.0,6.0,45.0
2017-05-11,486-1258,29.0,7.0,0.0
2017-05-11,486-1258,29.0,7.0,15.0
2017-05-11,486-1258,30.0,7.0,30.0
2017-05-11,486-1258,30.0,7.0,45.0
2017-05-11,486-1258,28.0,8.0,0.0
2017-05-11,486-1258,29.0,8.0,15.0
2017-05-11,486-1258,30.0,8.0,30.0
2017-05-11,486-1258,32.0,8.0,45.0
2017-05-11,486-1258,33.0,9.0,0.0
2017-05-11,486-1258,35.0,9.0,15.0
2017-05-11,486-1258,36.0,9.0,30.0
2017-05-11,486-1258,38.0,9.0,45.0
2017-05-11,486-1258,39.0,10.0,0.0
2017-05-11,486-1258,41.0,10.0,15.0
2017-05-11,486-1258,43.0,10.0,30.0
2017-05-11,486-1258,42.0,10.0,45.0
2017-05-11,486-1258,43.0,11.0,0.0
2017-05-11,486-1258,43.0,11.0,15.0
2017-05-11,486-1258,44.0,11.0,30.0
2017-05-11,486-1258,44.0,11.0,45.0
2017-05-11,486-1258,44.0,12.0,0.0
2017-05-11,486-1258,44.0,12.0,15.0
2017-05-11,486-1258,45.0,12.0,30.0
2017-05-11,486-1258,46.0,12.0,45.0
2017-05-11,486-1258,47.0,13.0,0.0
2017-05-11,486-1258,48.0,13.0,15.0
2017-05-11,486-1258,50.0,13.0,30.0
2017-05-11,486-1258,50.0,13.0,45.0
2017-05-11,486-1258,54.0,14.0,0.0
2017-05-11,486-1258,54.0,14.0,15.0
2017-05-11,486-1258,56.0,14.0,30.0
2017-05-11,486-1258,59.0,14.0,45.0
2017-05-11,486-1258,59.0,15.0,0.0
2017-05-11,486-1258,59.0,15.0,15.0
2017-05-11,486-1258,62.0,15.0,30.0
2017-05-11,486-1258,62.0,15.0,45.0
2017-05-11,486-1258,62.0,16.0,0.0
2017-05-11,486-1258,62.0,16.0,15.0
2017-05-11,486-1258,62.0,16.0,30.0
2017-05-11,486-1258,63.0,16.0,45.0
2017-05-11,486-1258,64.0,17.0,0.0
2017-05-11,486-1258,64.0,17.0,15.0
2017-05-11,486-1258,65.0,17.0,30.0
2017-05-11,486-1258,65.0,17.0,45.0
2017-05-11,486-1258,64.0,18.0,0.0
2017-05-11,486-1258,65.0,18.0,15.0
2017-05-11,486-1258,64.0,18.0,30.0
2017-05-11,486-1258,64.0,18.0,45.0
2017-05-11,486-1258,64.0,19.0,0.0
2017-05-11,486-1258,64.0,19.0,15.0
2017-05-11,486-1258,65.0,19.0,30.0
2017-05-11,486-1258,66.0,19.0,45.0
2017-05-11,486-1258,64.0,20.0,0.0
2017-05-11,486-1258,62.0,20.0,15.0
2017-05-11,486-1258,58.0,20.0,30.0
2017-05-11,486-1258,56.0,20.0,45.0
2017-05-11,486-1258,56.0,21.0,0.0
2017-05-11,486-1258,53.0,21.0,15.0
2017-05-11,486-1258,51.0,21.0,30.0
2017-05-11,486-1258,51.0,21.0,45.0
2017-05-11,486-1258,51.0,22.0,0.0
2017-05-11,486-1258,51.0,22.0,15.0
2017-05-11,486-1258,49.0,22.0,30.0
2017-05-11,486-1258,49.0,22.0,45.0
2017-05-11,486-1258,49.0,23.0,0.0
2017-05-11,486-1258,51.0,23.0,15.0
2017-05-11,486-1258,52.0,23.0,30.0
2017-05-11,486-1258,54.0,23.0,45.0
2017-05-12,486-1258,54.0,0.0,0.0
2017-05-12,486-1258,51.0,0.0,15.0
2017-05-12,486-1258,47.0,0.0,30.0
2017-05-12,486-1258,44.0,0.0,45.0
2017-05-12,486-1258,43.0,1.0,0.0
2017-05-12,486-1258,43.0,1.0,15.0
2017-05-12,486-1258,43.0,1.0,30.0
2017-05-12,486-1258,40.0,1.0,45.0
2017-05-12,486-1258,40.0,2.0,0.0
2017-05-12,486-1258,40.0,2.0,15.0
2017-05-12,486-1258,38.0,2.0,30.0
2017-05-12,486-1258,37.0,2.0,45.0
2017-05-12,486-1258,36.0,3.0,0.0
2017-05-12,486-1258,36.0,3.0,15.0
2017-05-12,486-1258,36.0,3.0,30.0
2017-05-12,486-1258,32.0,3.0,45.0
2017-05-12,486-1258,31.0,4.0,0.0
2017-05-12,486-1258,31.0,4.0,15.0
2017-05-12,486-1258,31.0,4.0,30.0
2017-05-12,486-1258,30.0,4.0,45.0
2017-05-12,486-1258,30.0,5.0,0.0
2017-05-12,486-1258,30.0,5.0,15.0
2017-05-12,486-1258,31.0,5.0,30.0
2017-05-12,486-1258,32.0,5.0,45.0
2017-05-12,486-1258,33.0,6.0,0.0
2017-05-12,486-1258,33.0,6.0,15.0
2017-05-12,486-1258,32.0,6.0,30.0
2017-05-12,486-1258,31.0,6.0,45.0
2017-05-12,486-1258,31.0,7.0,0.0
2017-05-12,486-1258,32.0,7.0,15.0
2017-05-12,486-1258,32.0,7.0,30.0
2017-05-12,486-1258,32.0,7.0,45.0
2017-05-12,486-1258,33.0,8.0,0.0
2017-05-12,486-1258,36.0,8.0,15.0
2017-05-12,486-1258,36.0,8.0,30.0
2017-05-12,486-1258,37.0,8.0,45.0
2017-05-12,486-1258,38.0,9.0,0.0
2017-05-12,486-1258,38.0,9.0,15.0
2017-05-12,486-1258,43.0,9.0,30.0
2017-05-12,486-1258,44.0,9.0,45.0
2017-05-12,486-1258,45.0,10.0,0.0
2017-05-12,486-1258,46.0,10.0,15.0
2017-05-12,486-1258,47.0,10.0,30.0
2017-05-12,486-1258,49.0,10.0,45.0
2017-05-12,486-1258,50.0,11.0,0.0
2017-05-12,486-1258,49.0,11.0,15.0
2017-05-12,486-1258,49.0,11.0,30.0
2017-05-12,486-1258,49.0,11.0,45.0
2017-05-12,486-1258,49.0,12.0,0.0
2017-05-12,486-1258,49.0,12.0,15.0
2017-05-12,486-1258,48.0,12.0,30.0
2017-05-12,486-1258,48.0,12.0,45.0
2017-05-12,486-1258,48.0,13.0,0.0
2017-05-12,486-1258,48.0,13.0,15.0
2017-05-12,486-1258,50.0,13.0,30.0
2017-05-12,486-1258,51.0,13.0,45.0
2017-05-12,486-1258,54.0,14.0,0.0
2017-05-12,486-1258,55.0,14.0,15.0
2017-05-12,486-1258,55.0,14.0,30.0
2017-05-12,486-1258,55.0,14.0,45.0
2017-05-12,486-1258,57.0,15.0,0.0
2017-05-12,486-1258,58.0,15.0,15.0
2017-05-12,486-1258,59.0,15.0,30.0
2017-05-12,486-1258,60.0,15.0,45.0
2017-05-12,486-1258,63.0,16.0,0.0
2017-05-12,486-1258,63.0,16.0,15.0
2017-05-12,486-1258,64.0,16.0,30.0
2017-05-12,486-1258,66.0,16.0,45.0
2017-05-12,486-1258,67.0,17.0,0.0
2017-05-12,486-1258,67.0,17.0,15.0
2017-05-12,486-1258,66.0,17.0,30.0
2017-05-12,486-1258,64.0,17.0,45.0
2017-05-12,486-1258,63.0,18.0,0.0
2017-05-12,486-1258,64.0,18.0,15.0
2017-05-12,486-1258,66.0,18.0,30.0
2017-05-12,486-1258,66.0,18.0,45.0
2017-05-12,486-1258,68.0,19.0,0.0
2017-05-12,486-1258,69.0,19.0,15.0
2017-05-12,486-1258,69.0,19.0,30.0
2017-05-12,486-1258,67.0,19.0,45.0
2017-05-12,486-1258,66.0,20.0,0.0
2017-05-12,486-1258,64.0,20.0,15.0
2017-05-12,486-1258,61.0,20.0,30.0
2017-05-12,486-1258,59.0,20.0,45.0
2017-05-12,486-1258,58.0,21.0,0.0
2017-05-12,486-1258,58.0,21.0,15.0
2017-05-12,486-1258,56.0,21.0,30.0
2017-05-12,486-1258,54.0,21.0,45.0
2017-05-12,486-1258,54.0,22.0,0.0
2017-05-12,486-1258,52.0,22.0,15.0
2017-05-12,486-1258,51.0,22.0,30.0
2017-05-12,486-1258,50.0,22.0,45.0
2017-05-12,486-1258,50.0,23.0,0.0
2017-05-12,486-1258,50.0,23.0,15.0
2017-05-12,486-1258,51.0,23.0,30.0
2017-05-12,486-1258,51.0,23.0,45.0
2017-05-13,486-1258,51.0,0.0,0.0
2017-05-13,486-1258,48.0,0.0,15.0
2017-05-13,486-1258,46.0,0.0,30.0
2017-05-13,486-1258,45.0,0.0,45.0
2017-05-13,486-1258,43.0,1.0,0.0
2017-05-13,486-1258,42.0,1.0,15.0
2017-05-13,486-1258,41.0,1.0,30.0
2017-05-13,486-1258,40.0,1.0,45.0
2017-05-13,486-1258,40.0,2.0,0.0
2017-05-13,486-1258,40.0,2.0,15.0
2017-05-13,486-1258,38.0,2.0,30.0
2017-05-13,486-1258,37.0,2.0,45.0
2017-05-13,486-1258,37.0,3.0,0.0
2017-05-13,486-1258,36.0,3.0,15.0
2017-05-13,486-1258,35.0,3.0,30.0
2017-05-13,486-1258,34.0,3.0,45.0
2017-05-13,486-1258,33.0,4.0,0.0
2017-05-13,486-1258,33.0,4.0,15.0
2017-05-13,486-1258,32.0,4.0,30.0
2017-05-13,486-1258,32.0,4.0,45.0
2017-05-13,486-1258,32.0,5.0,0.0
2017-05-13,486-1258,31.0,5.0,15.0
2017-05-13,486-1258,31.0,5.0,30.0
2017-05-13,486-1258,31.0,5.0,45.0
2017-05-13,486-1258,31.0,6.0,0.0
2017-05-13,486-1258,32.0,6.0,15.0
2017-05-13,486-1258,31.0,6.0,30.0
2017-05-13,486-1258,31.0,6.0,45.0
2017-05-13,486-1258,29.0,7.0,0.0
2017-05-13,486-1258,29.0,7.0,15.0
2017-05-13,486-1258,29.0,7.0,30.0
2017-05-13,486-1258,28.0,7.0,45.0
2017-05-13,486-1258,28.0,8.0,0.0
2017-05-13,486-1258,28.0,8.0,15.0
2017-05-13,486-1258,28.0,8.0,30.0
2017-05-13,486-1258,30.0,8.0,45.0
2017-05-13,486-1258,31.0,9.0,0.0
2017-05-13,486-1258,33.0,9.0,15.0
2017-05-13,486-1258,34.0,9.0,30.0
2017-05-13,486-1258,34.0,9.0,45.0
2017-05-13,486-1258,35.0,10.0,0.0
2017-05-13,486-1258,36.0,10.0,15.0
2017-05-13,486-1258,35.0,10.0,30.0
2017-05-13,486-1258,35.0,10.0,45.0
2017-05-13,486-1258,36.0,11.0,0.0
2017-05-13,486-1258,36.0,11.0,15.0
2017-05-13,486-1258,37.0,11.0,30.0
2017-05-13,486-1258,37.0,11.0,45.0
2017-05-13,486-1258,38.0,12.0,0.0
2017-05-13,486-1258,38.0,12.0,15.0
2017-05-13,486-1258,38.0,12.0,30.0
2017-05-13,486-1258,38.0,12.0,45.0
2017-05-13,486-1258,39.0,13.0,0.0
2017-05-13,486-1258,42.0,13.0,15.0
2017-05-13,486-1258,45.0,13.0,30.0
2017-05-13,486-1258,47.0,13.0,45.0
2017-05-13,486-1258,48.0,14.0,0.0
2017-05-13,486-1258,49.0,14.0,15.0
2017-05-13,486-1258,50.0,14.0,30.0
2017-05-13,486-1258,52.0,14.0,45.0
2017-05-13,486-1258,54.0,15.0,0.0
2017-05-13,486-1258,55.0,15.0,15.0
2017-05-13,486-1258,55.0,15.0,30.0
2017-05-13,486-1258,56.0,15.0,45.0
2017-05-13,486-1258,56.0,16.0,0.0
2017-05-13,486-1258,56.0,16.0,15.0
2017-05-13,486-1258,56.0,16.0,30.0
2017-05-13,486-1258,57.0,16.0,45.0
2017-05-13,486-1258,57.0,17.0,0.0
2017-05-13,486-1258,61.0,17.0,15.0
2017-05-13,486-1258,61.0,17.0,30.0
2017-05-13,486-1258,61.0,17.0,45.0
2017-05-13,486-1258,60.0,18.0,0.0
2017-05-13,486-1258,60.0,18.0,15.0
2017-05-13,486-1258,60.0,18.0,30.0
2017-05-13,486-1258,59.0,18.0,45.0
2017-05-13,486-1258,59.0,19.0,0.0
2017-05-13,486-1258,57.0,19.0,15.0
2017-05-13,486-1258,57.0,19.0,30.0
2017-05-13,486-1258,56.0,19.0,45.0
2017-05-13,486-1258,56.0,20.0,0.0
2017-05-13,486-1258,56.0,20.0,15.0
2017-05-13,486-1258,56.0,20.0,30.0
2017-05-13,486-1258,52.0,20.0,45.0
2017-05-13,486-1258,51.0,21.0,0.0
2017-05-13,486-1258,52.0,21.0,15.0
2017-05-13,486-1258,51.0,21.0,30.0
2017-05-13,486-1258,50.0,21.0,45.0
2017-05-13,486-1258,50.0,22.0,0.0
2017-05-13,486-1258,49.0,22.0,15.0
2017-05-13,486-1258,49.0,22.0,30.0
2017-05-13,486-1258,48.0,22.0,45.0
2017-05-13,486-1258,48.0,23.0,0.0
2017-05-13,486-1258,48.0,23.0,15.0
2017-05-13,486-1258,48.0,23.0,30.0
2017-05-13,486-1258,48.0,23.0,45.0
2017-05-14,486-1258,48.0,0.0,0.0
2017-05-14,486-1258,46.0,0.0,15.0
2017-05-14,486-1258,44.0,0.0,30.0
2017-05-14,486-1258,43.0,0.0,45.0
2017-05-14,486-1258,43.0,1.0,0.0
2017-05-14,486-1258,39.0,1.0,15.0
2017-05-14,486-1258,38.0,1.0,30.0
2017-05-14,486-1258,37.0,1.0,45.0
2017-05-14,486-1258,37.0,2.0,0.0
2017-05-14,486-1258,37.0,2.0,15.0
2017-05-14,486-1258,34.0,2.0,30.0
2017-05-14,486-1258,34.0,2.0,45.0
2017-05-14,486-1258,31.0,3.0,0.0
2017-05-14,486-1258,30.0,3.0,15.0
2017-05-14,486-1258,29.0,3.0,30.0
2017-05-14,486-1258,28.0,3.0,45.0
2017-05-14,486-1258,27.0,4.0,0.0
2017-05-14,486-1258,26.0,4.0,15.0
2017-05-14,486-1258,26.0,4.0,30.0
2017-05-14,486-1258,26.0,4.0,45.0
2017-05-14,486-1258,25.0,5.0,0.0
2017-05-14,486-1258,25.0,5.0,15.0
2017-05-14,486-1258,26.0,5.0,30.0
2017-05-14,486-1258,26.0,5.0,45.0
2017-05-14,486-1258,26.0,6.0,0.0
2017-05-14,486-1258,26.0,6.0,15.0
2017-05-14,486-1258,25.0,6.0,30.0
2017-05-14,486-1258,24.0,6.0,45.0
2017-05-14,486-1258,25.0,7.0,0.0
2017-05-14,486-1258,25.0,7.0,15.0
2017-05-14,486-1258,26.0,7.0,30.0
2017-05-14,486-1258,27.0,7.0,45.0
2017-05-14,486-1258,27.0,8.0,0.0
2017-05-14,486-1258,28.0,8.0,15.0
2017-05-14,486-1258,28.0,8.0,30.0
2017-05-14,486-1258,29.0,8.0,45.0
2017-05-14,486-1258,30.0,9.0,0.0
2017-05-14,486-1258,30.0,9.0,15.0
2017-05-14,486-1258,32.0,9.0,30.0
2017-05-14,486-1258,33.0,9.0,45.0
2017-05-14,486-1258,34.0,10.0,0.0
2017-05-14,486-1258,36.0,10.0,15.0
2017-05-14,486-1258,37.0,10.0,30.0
2017-05-14,486-1258,37.0,10.0,45.0
2017-05-14,486-1258,37.0,11.0,0.0
2017-05-14,486-1258,38.0,11.0,15.0
2017-05-14,486-1258,39.0,11.0,30.0
2017-05-14,486-1258,38.0,11.0,45.0
2017-05-14,486-1258,38.0,12.0,0.0
2017-05-14,486-1258,39.0,12.0,15.0
2017-05-14,486-1258,40.0,12.0,30.0
2017-05-14,486-1258,40.0,12.0,45.0
2017-05-14,486-1258,40.0,13.0,0.0
2017-05-14,486-1258,41.0,13.0,15.0
2017-05-14,486-1258,41.0,13.0,30.0
2017-05-14,486-1258,41.0,13.0,45.0
2017-05-14,486-1258,41.0,14.0,0.0
2017-05-14,486-1258,48.0,14.0,15.0
2017-05-14,486-1258,48.0,14.0,30.0
2017-05-14,486-1258,51.0,14.0,45.0
2017-05-14,486-1258,51.0,15.0,0.0
2017-05-14,486-1258,51.0,15.0,15.0
2017-05-14,486-1258,51.0,15.0,30.0
2017-05-14,486-1258,51.0,15.0,45.0
2017-05-14,486-1258,53.0,16.0,0.0
2017-05-14,486-1258,55.0,16.0,15.0
2017-05-14,486-1258,57.0,16.0,30.0
2017-05-14,486-1258,57.0,16.0,45.0
2017-05-14,486-1258,58.0,17.0,0.0
2017-05-14,486-1258,60.0,17.0,15.0
2017-05-14,486-1258,61.0,17.0,30.0
2017-05-14,486-1258,62.0,17.0,45.0
2017-05-14,486-1258,62.0,18.0,0.0
2017-05-14,486-1258,63.0,18.0,15.0
2017-05-14,486-1258,63.0,18.0,30.0
2017-05-14,486-1258,62.0,18.0,45.0
2017-05-14,486-1258,61.0,19.0,0.0
2017-05-14,486-1258,60.0,19.0,15.0
2017-05-14,486-1258,59.0,19.0,30.0
2017-05-14,486-1258,59.0,19.0,45.0
2017-05-14,486-1258,59.0,20.0,0.0
2017-05-14,486-1258,58.0,20.0,15.0
2017-05-14,486-1258,56.0,20.0,30.0
2017-05-14,486-1258,54.0,20.0,45.0
2017-05-14,486-1258,53.0,21.0,0.0
2017-05-14,486-1258,54.0,21.0,15.0
2017-05-14,486-1258,53.0,21.0,30.0
2017-05-14,486-1258,52.0,21.0,45.0
2017-05-14,486-1258,50.0,22.0,0.0
2017-05-14,486-1258,50.0,22.0,15.0
2017-05-14,486-1258,48.0,22.0,30.0
2017-05-14,486-1258,47.0,22.0,45.0
2017-05-14,486-1258,47.0,23.0,0.0
2017-05-14,486-1258,47.0,23.0,15.0
2017-05-14,486-1258,49.0,23.0,30.0
2017-05-14,486-1258,48.0,23.0,45.0
2017-05-15,486-1258,47.0,0.0,0.0
2017-05-15,486-1258,46.0,0.0,15.0
2017-05-15,486-1258,44.0,0.0,30.0
2017-05-15,486-1258,42.0,0.0,45.0
2017-05-15,486-1258,41.0,1.0,0.0
2017-05-15,486-1258,40.0,1.0,15.0
2017-05-15,486-1258,40.0,1.0,30.0
2017-05-15,486-1258,40.0,1.0,45.0
2017-05-15,486-1258,40.0,2.0,0.0
2017-05-15,486-1258,37.0,2.0,15.0
2017-05-15,486-1258,37.0,2.0,30.0
2017-05-15,486-1258,37.0,2.0,45.0
2017-05-15,486-1258,37.0,3.0,0.0
2017-05-15,486-1258,33.0,3.0,15.0
2017-05-15,486-1258,33.0,3.0,30.0
2017-05-15,486-1258,33.0,3.0,45.0
2017-05-15,486-1258,33.0,4.0,0.0
2017-05-15,486-1258,30.0,4.0,15.0
2017-05-15,486-1258,29.0,4.0,30.0
2017-05-15,486-1258,29.0,4.0,45.0
2017-05-15,486-1258,29.0,5.0,0.0
2017-05-15,486-1258,30.0,5.0,15.0
2017-05-15,486-1258,31.0,5.0,30.0
2017-05-15,486-1258,31.0,5.0,45.0
2017-05-15,486-1258,33.0,6.0,0.0
2017-05-15,486-1258,33.0,6.0,15.0
2017-05-15,486-1258,31.0,6.0,30.0
2017-05-15,486-1258,30.0,6.0,45.0
2017-05-15,486-1258,30.0,7.0,0.0
2017-05-15,486-1258,31.0,7.0,15.0
2017-05-15,486-1258,31.0,7.0,30.0
2017-05-15,486-1258,31.0,7.0,45.0
2017-05-15,486-1258,31.0,8.0,0.0
2017-05-15,486-1258,31.0,8.0,15.0
2017-05-15,486-1258,32.0,8.0,30.0
2017-05-15,486-1258,32.0,8.0,45.0
2017-05-15,486-1258,36.0,9.0,0.0
2017-05-15,486-1258,38.0,9.0,15.0
2017-05-15,486-1258,41.0,9.0,30.0
2017-05-15,486-1258,43.0,9.0,45.0
2017-05-15,486-1258,47.0,10.0,0.0
2017-05-15,486-1258,48.0,10.0,15.0
2017-05-15,486-1258,51.0,10.0,30.0
2017-05-15,486-1258,53.0,10.0,45.0
2017-05-15,486-1258,52.0,11.0,0.0
2017-05-15,486-1258,53.0,11.0,15.0
2017-05-15,486-1258,54.0,11.0,30.0
2017-05-15,486-1258,54.0,11.0,45.0
